element	sp_num	ritz_wl_vac(A)	Aki(s^-1)	fik	Acc	Ei(cm-1)	Ek(cm-1)	Type
S	3	"3832.902"	"13700000.0"	"0.0905"	"B+"	"146697.37"	"172787.26"	""
S	3	"3838.814"	"25500000.0"	"0.0564"	"B+"	"146737.55"	"172787.26"	""
S	3	"3839.357"	"48100000.0"	"0.106"	"B+"	"147147.11"	"173193.14"	""
S	3	"3861.714"	"20200000.0"	"0.0151"	"B"	"146737.55"	"172632.79"	""
S	3	"3929.668"	"43900000.0"	"0.0726"	"B+"	"147745.70"	"173193.14"	""
S	3	"3962.647"	"9450000.0"	"0.0222"	"B"	"147551.60"	"172787.26"	""
S	3	"3984.850"	"36000000.0"	"0.0514"	"B+"	"147692.21"	"172787.26"	""
S	3	"3987.052"	"58400000.0"	"0.0464"	"B+"	"147551.60"	"172632.79"	""
S	3	"3999.056"	"6530000.0"	"0.0156"	"B+"	"151978.54"	"176984.44"	""
S	3	"4254.696"	"67400000.0"	"0.256"	"B+"	"147147.11"	"170650.55"	""
S	3	"4286.110"	"42400000.0"	"0.195"	"B+"	"146737.55"	"170068.73"	""
S	3	"4333.871"	"32300000.0"	"0.273"	"B+"	"146697.37"	"169771.43"	""
S	3	"4341.431"	"19300000.0"	"0.0545"	"B+"	"146737.55"	"169771.43"	""
S	3	"4355.716"	"5530000.0"	"0.022"	"B+"	"147692.21"	"170650.55"	""
S	3	"4362.693"	"17400000.0"	"0.0496"	"B+"	"147147.11"	"170068.73"	""
S	3	"4365.888"	"7830000.0"	"0.0224"	"B+"	"147745.70"	"170650.55"	""
S	3	"4441.063"	"3630000.0"	"0.0179"	"B"	"147551.60"	"170068.73"	""
S	3	"4678.919"	"7070000.0"	"0.0232"	"D+"	"148398.97"	"169771.43"	""
S	3	"4804.06+"	"11900000.0"	"0.0413"	"D+"	"146737.55"	"167553.27"	""
S	3	"5161.522"	"38300000.0"	"0.109"	"B+"	"157610.31"	"176984.44"	""
S	3	"5220.760"	"59800000.0"	"0.244"	"B+"	"148398.97"	"167553.27"	""
S	3	"5371.112"	"46000000.0"	"0.0664"	"B+"	"164140.97"	"182759.09"	""
S	3	"6420.657"	"6990000.0"	"0.0259"	"B+"	"151978.54"	"167553.27"	""
Si	4	"1066.6141"	"3810000000.0"	"0.867"	"A"	"160374.41"	"254129.03"	""
Si	4	"1066.6363"	"254000000.0"	"0.0434"	"A"	"160374.41"	"254127.08"	""
Si	4	"1066.6498"	"3560000000.0"	"0.911"	"A"	"160375.60"	"254127.08"	""
Si	4	"1122.4849"	"2140000000.0"	"0.807"	"A"	"71287.54"	"160375.60"	""
Si	4	"1128.3248"	"422000000.0"	"0.0805"	"A"	"71748.64"	"160375.60"	""
Si	4	"1128.34"	"2530000000.0"	"0.725"	"A"	"71748.64"	"160374.41"	""
Si	4	"1154.6207"	"139000000.0"	"0.0371"	"B+"	"250008.02"	"336616.55"	""
Si	4	"1154.6223"	"130000000.0"	"0.0389"	"B+"	"250008.14"	"336616.55"	""
Si	4	"1210.6517"	"36700000.0"	"0.0161"	"A"	"193978.89"	"276579.03"	""
Si	4	"1228.349"	"138000000.0"	"0.0311"	"B+"	"218266.86"	"299676.95"	""
Si	4	"1230.7953"	"276000000.0"	"0.0313"	"B+"	"218428.67"	"299676.95"	""
Si	4	"1278.9029"	"215000000.0"	"0.0703"	"B+"	"250008.02"	"328200.04"	""
Si	4	"1278.9048"	"201000000.0"	"0.0739"	"B+"	"250008.14"	"328200.04"	""
Si	4	"1393.7546"	"880000000.0"	"0.513"	"A+"	"0.00"	"71748.64"	""
Si	4	"1402.7697"	"863000000.0"	"0.255"	"A+"	"0.00"	"71287.54"	""
Si	4	"1533.219"	"359000000.0"	"0.168"	"A"	"250008.02"	"315230.27"	""
Si	4	"1533.222"	"335000000.0"	"0.177"	"A"	"250008.14"	"315230.27"	""
Si	4	"1722.526"	"492000000.0"	"0.146"	"A"	"160374.41"	"218428.67"	""
Si	4	"1722.562"	"54700000.0"	"0.0243"	"A"	"160375.60"	"218428.67"	""
Si	4	"1727.376"	"547000000.0"	"0.122"	"A"	"160375.60"	"218266.86"	""
Si	4	"1796.162"	"81200000.0"	"0.0262"	"A"	"250008.02"	"305682.27"	""
Si	4	"1797.496"	"89900000.0"	"0.0218"	"B+"	"250008.14"	"305641.10"	""
Si	4	"1854.05"	"30800000.0"	"0.0159"	"B"	"276503.67"	"330439.66"	""
Si	4	"1856.644"	"61500000.0"	"0.0159"	"B"	"276579.03"	"330439.66"	""
Si	4	"2120.842"	"306000000.0"	"0.207"	"A+"	"218266.86"	"265417.95"	""
Si	4	"2128.145"	"614000000.0"	"0.209"	"A+"	"218428.67"	"265417.95"	""
Si	4	"2216.359"	"68800000.0"	"0.076"	"B+"	"291497.50"	"336616.55"	""
Si	4	"2216.364"	"73700000.0"	"0.0723"	"B+"	"291497.60"	"336616.55"	""
Si	4	"2287.755"	"641000000.0"	"0.67"	"A"	"250008.02"	"293718.99"	""
Si	4	"2287.755"	"42700000.0"	"0.0335"	"A"	"250008.02"	"293718.99"	""
Si	4	"2287.762"	"598000000.0"	"0.704"	"A"	"250008.14"	"293718.99"	""
Si	4	"2367.474"	"51800000.0"	"0.0435"	"B+"	"276503.67"	"318742.79"	""
Si	4	"2371.705"	"104000000.0"	"0.0437"	"B+"	"276579.03"	"318742.79"	""
Si	4	"2675.913"	"27400000.0"	"0.0196"	"A"	"254127.08"	"291497.50"	""
Si	4	"2676.046"	"26100000.0"	"0.021"	"A"	"254129.03"	"291497.60"	""
Si	4	"2724.607"	"103000000.0"	"0.171"	"B+"	"291497.50"	"328200.04"	""
Si	4	"2724.614"	"110000000.0"	"0.163"	"B+"	"291497.60"	"328200.04"	""
Si	4	"3150.472"	"402000000.0"	"1.2"	"A+"	"218266.86"	"250008.14"	""
Si	4	"3166.614"	"79500000.0"	"0.12"	"A+"	"218428.67"	"250008.14"	""
Si	4	"3166.626"	"477000000.0"	"1.08"	"A+"	"218428.67"	"250008.02"	""
Si	4	"3242.518"	"38000000.0"	"0.04"	"B+"	"291497.60"	"322337.83"	""
Si	4	"3245.128"	"42100000.0"	"0.0332"	"B+"	"291497.50"	"322312.93"	""
Si	4	"3763.5"	"210000000.0"	"0.297"	"A"	"250008.02"	"276579.03"	""
Si	4	"3763.517"	"23300000.0"	"0.0496"	"A"	"250008.14"	"276579.03"	""
Si	4	"3774.222"	"233000000.0"	"0.249"	"A"	"250008.14"	"276503.67"	""
Si	4	"4032.492"	"22900000.0"	"0.0559"	"B+"	"305641.10"	"330439.66"	""
Si	4	"4039.198"	"45900000.0"	"0.0561"	"B+"	"305682.27"	"330439.66"	""
Si	4	"4090.016"	"156000000.0"	"0.781"	"A+"	"193978.89"	"218428.67"	""
Si	4	"4117.265"	"153000000.0"	"0.388"	"A+"	"193978.89"	"218266.86"	""
Si	4	"4213.583"	"153000000.0"	"0.609"	"A"	"291497.50"	"315230.27"	""
Si	4	"4213.601"	"163000000.0"	"0.58"	"A"	"291497.60"	"315230.27"	""
Si	4	"4213.601"	"10900000.0"	"0.029"	"A"	"291497.60"	"315230.27"	""
Si	4	"4315.315"	"106000000.0"	"0.295"	"A"	"276503.67"	"299676.95"	""
Si	4	"4329.394"	"212000000.0"	"0.298"	"A"	"276579.03"	"299676.95"	""
Si	4	"4404.97"	"40900000.0"	"0.159"	"B+"	"313914.92"	"336616.55"	""
Si	4	"4404.97"	"38200000.0"	"0.167"	"B+"	"313914.92"	"336616.55"	""
Si	4	"4802.779"	"6550000.0"	"0.0151"	"B+"	"315230.27"	"336051.55"	""
Si	4	"4802.779"	"6240000.0"	"0.0162"	"B+"	"315230.27"	"336051.55"	""
Si	4	"4951.493"	"18900000.0"	"0.0522"	"A"	"293718.99"	"313914.92"	""
Si	4	"4951.493"	"19900000.0"	"0.0487"	"A"	"293718.99"	"313914.92"	""
Si	4	"5306.447"	"19000000.0"	"0.0536"	"B+"	"313914.92"	"332759.92"	""
Si	4	"5310.971"	"21000000.0"	"0.0445"	"B+"	"313914.92"	"332743.87"	""
Si	4	"6669.41"	"115000000.0"	"1.53"	"A+"	"276503.67"	"291497.50"	""
Si	4	"6703.06"	"136000000.0"	"1.37"	"A+"	"276579.03"	"291497.60"	""
Si	4	"6703.1"	"22700000.0"	"0.153"	"A+"	"276579.03"	"291497.50"	""
Si	4	"7000.29"	"3650000.0"	"0.0268"	"B+"	"313914.92"	"328200.04"	""
Si	4	"7000.29"	"54800000.0"	"0.536"	"A"	"313914.92"	"328200.04"	""
Si	4	"7000.29"	"51100000.0"	"0.563"	"A"	"313914.92"	"328200.04"	""
Si	4	"7049.81"	"10000000.0"	"0.0749"	"A"	"291497.50"	"305682.27"	""
Si	4	"7049.86"	"90500000.0"	"0.449"	"A"	"291497.60"	"305682.27"	""
Si	4	"7070.34"	"100000000.0"	"0.376"	"A"	"291497.50"	"305641.10"	""
Si	4	"7278.75"	"1290000.0"	"0.0205"	"B+"	"322312.93"	"336051.55"	""
Si	4	"7291.97"	"1470000.0"	"0.0176"	"B+"	"322337.83"	"336051.55"	""
Si	4	"7632.6"	"44000000.0"	"0.384"	"B+"	"305641.10"	"318742.79"	""
Si	4	"7656.66"	"88200000.0"	"0.387"	"A"	"305682.27"	"318742.79"	""
